10074	55	684	71	710	0
#kick
10075	133	723	154	750	0
# take tortoiseshell
10076	61	763	75	790	0
10077	35	763	50	790	0
10078	10	764	26	790	0


#ENEMIES
##GOOMBA
# walk
20001	32	11	48	27	1
20002	9	11	25	27	1
# mario kill
20011	54	18	70	27	1
#koopa kill


##KOOPAS
#walking right
20021	215	199	231	225	7
20022	255	198	271	225	7

#walking left
20031	165	199	181	225	7
20032	125	198	141	225	7

#hide
20041	50	204	66	220	7

#spin
20051	15	204	31	220	7
20052	15	229	31	245	7
20053	15	254	31	270	7

#taken
20061	50	204	66	220	7




#BRICK
30001	52	52	68	68	2

#ROAD
30011	18	1	34	17	2
30012	18	18	34	34	2
30013	1	1	17	17	2
30014	1	18	17	34	2
30015	35	1	51	17	2
30016	35	18	51	34	2



#QUESTION_BLOCK
30021	52	392	68	408	2
30022	69	392	85	408	2
30023	86	392	102	408	2
30024	103	392	119	408	2

30025	188	52	204	68	2


#COLOR_BRICK
#blue
30031	103	1	119	17	2
30032	120	1	136	17	2
30033	137	1	153	17	2
30034	103	18	119	34	2
30035	120	18	136	34	2
30036	137	18	153	34	2
30037	103	35	119	51	2
30038	120	35	136	51	2
30039	137	35	153	51	2


#pink
30041	52	1	68	17	2
30042	69	1	85	17	2
30043	86	1	102	17	2
30044	52	18	68	34	2
30045	69	18	85	34	2
30046	86	18	102	34	2
30047	52	35	68	51	2
30048	69	35	85	51	2
30049	86	35	102	51	2


#green
30051	154	1	170	17	2
30052	171	1	187	17	2
30053	188	1	204	17	2
30054	154	18	170	34	2
30055	171	18	187	34	2
30056	188	18	204	34	2
30057	154	35	170	51	2
30058	171	35	187	51	2
30059	188	35	204	51	2


#white
30061	205	1	221	17	2
30062	222	1	238	17	2
30063	239	1	255	17	2
30064	205	18	221	34	2
30065	222	18	238	34	2
30066	239	18	255	34	2
30067	205	35	221	51	2
30068	222	35	238	51	2
30069	239	35	255	51	2


#shadow
30071	256	9	264	17	2
30072	256	18	264	34	2
30073	256	35	264	51	2


#pipe
30081	171	69	187	85	2
30082	188	69	204	85	2
30083	172	86	187	102	2
30084	188	86	203	102	2


#wood block
30091	1	52	17	68	2


#BACKGROUND
#TREE
40001	137	1	153	17	3
40002	154	1	170	17	3
40003	137	18	153	34	3
40004	154	18	170	34	3
40005	137	35	153	51	3
40006	154	35	170	51	3
40007	137	52	153	68	3

#SMALL TREE
40011	222	205	238	221	3

#CLOUD
40021	344	273	376	296	4
40022	136	289	184	312	4
40023	744	321	808	344	4

#DARK BACKGROUND
40031	103	1	119	17	3
40032	120	1	136	17	3
40033	103	18	119	34	3
40034	120	18	136	34	3
40035	103	35	119	51	3
40036	120	35	136	51	3
40037	103	52	119	68	3
40038	120	52	136	68	3


#COIN
50001	183	110	197	126	6
50002	201	110	215	126	6
50003	219	110	233	126	6
50004	237	110	251	126	6

#TRANS OBJECT
90099	545	635	561	651	2

						
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle SMALL right
400	10001	100
#idle SMALL left
401	10011	100
#idle big right
402	10021	100
#idle big left
403	10031	100
#idle tail right
404	10041	100
#idle tail left
405	10051	100
#idle fire right
406	10061	100
#idle fire left
407	10071	100
#walk right small
500	10003	60	10002	60
#walk left small
501	10013	60	10012	60
#walk right big
502	10021	100	10022	100	10023	100
#walk left big
503	10031	100	10032	100	10033	100
#walk right tail
504	10042	100	10043	100	10044	100
# walk left tail
505	10052	100	10053	100	10054	100
#walk right fire
506	10061	100	10062	100	10063	100
# walk left fire
507	10071	100	10072	100	10073	100
#run right small
520	10002	50	10003	50
#run left small
521	10012	50	10013	50
#run right big
522	10021	50	10022	50	10023	50
#run left big
523	10031	50	10032	50	10033	50
#run right tail
524	10042	50	10043	50	10044	50
#run left tail
525	10052	50	10053	50	10054	50
#run right fire
526	10061	50	10062	50	10063	50
#run right fire
527	10071	50	10072	50	10073	50
#jump right small
528	10004	100
#jump left small
529	10014	100
#jump right big
530	10024	100
#jump left big
531	10034	100
#jump right tail
532	10045	100
#jump left tail
533	10055	100
#jump right fire
534	10064	100
#jump left fire
535	10074	100
#kick right small
536	10005	100
#kick left small
537	10015	100
#kick right big
538	10025	100
#kick left big
539	10035	100
#kick right tail
540	10046	100
#kick left tail
541	10056	100
#kick right fire
542	10065	100
#kick left fire
543	10075	100

#idle small right get tortoiseshell 
544	10006	100
#idle small left get tortoiseshell
545	10016	100
#right small get tortoiseshell
546	10006	50	10007	50
#left small get tortoiseshell
547	10016	50	10017	50
#right small jump get tortoiseshell
548	10007	100
#left small jump get tortoiseshell
549	10017	100

#idle big right get tortoiseshell 
550	10026	100
#idle big left get tortoiseshell
551	10036	100
#right big get tortoiseshell
552	10026	50	10027	50	10028	50
#left big get tortoiseshell
553	10036	50	10037	50	10038	50
#right big jump get tortoiseshell
554	10028	100
#left big jump get tortoiseshell
555	10038	100

#idle tail right get tortoiseshell 
556	10047	100
#idle tail left get tortoiseshell
557	10057	100
#right tail get tortoiseshell
558	10047	50	10048	50	10049	50
#left tail get tortoiseshell
559	10057	50	10058	50	10059	50
#right tail jump get tortoiseshell
560	10049	100
#left big jump get tortoiseshell
561	10059	100

#idle fire right get tortoiseshell 
562	10066	100
#idle fire left get tortoiseshell
563	10076	100
#right fire get tortoiseshell
564	10066	50	10067	50	10068	50
#left fire get tortoiseshell
565	10076	50	10077	50	10078	50
#right fire jump get tortoiseshell
566	10068	100
#left fire jump get tortoiseshell
567	10078	100

#die
599	10099	100


# ==== GOOMBA ========
601	20001	100	20002	100
611	20011	500

# ==== KOOPA =======
621	20021	100	20022	100
631	20031	100	20032	100
641	20041	100
651	20051	50	20052	50	20053	50
661	20061	100

# ==== BRICK =========
701	30001	100

# ==== ROAD =========
711	30011	100
712	30012	100
713	30013	100
714	30014	100
715	30015	100
716	30016	100


# === QUESTIONBLOCK ========
721	30021	100	30022	100	30023	100	30024	100
722	30025	100

# === COLOR_BRICK =========
#blue
731	30031	100
732	30032	100
733	30033	100
734	30034	100
735	30035	100
736	30036	100
737	30037	100
738	30038	100
739	30039	100

#pink
741	30041	100
742	30042	100
743	30043	100
744	30044	100
745	30045	100
746	30046	100
747	30047	100
748	30048	100
749	30049	100

#green
751	30051	100
752	30052	100
753	30053	100
754	30054	100
755	30055	100
756	30056	100
757	30057	100
758	30058	100
759	30059	100

#white
761	30061	100
762	30062	100
763	30063	100
764	30064	100
765	30065	100
766	30066	100
767	30067	100
768	30068	100
769	30069	100

#shadow
771	30071	100
772	30072	100
773	30073	100


#pipe	
781	30081	100
782	30082	100
783	30083	100
784	30084	100

#wood block
791	30091	100

# ==========================BACKGROUND==========================
# ==== TREE =========
801	40001	100
802	40002	100
803	40003	100
804	40004	100
805	40005	100
806	40006	100
807	40007	100


# === SMALL TREE ======
811	40011	100
# === CLOUD ======
821	40021	100
822	40022	100
823	40023	100

# === DARK BACKGROUND =====
831	40031	100
832	40032	100
833	40033	100
834	40034	100
835	40035	100
836	40036	100
837	40037	100
838	40038	100

# === TRANS OBJECT =======
999	90099	100
# === COIN ==========
101	50001	100	50002	100	50003	100	50004	100
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	404	405	504	505	406	407	506	507	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	599
# GOOMBA
2	601	611
# KOOPA
3	621	631	641	651	661
# BRICK 
4	701
#ROAD
11	711	
12	712
13	713
14	714
15	715
16	716
# QUESTION_BLOCK
6	721	722
# COLOR_BRICKs
31	731
32	732
33	733
34	734
35	735
36	736
37	737
38	738
39	739
41	741
42	742
43	743
44	744
45	745
46	746
47	747
48	748
49	749
51	751
52	752
53	753
54	754
55	755
56	756
57	757
58	758
59	759
61	761
62	762
63	763
64	764
65	765
66	766
67	767
68	768
69	769

#SHADOW
71	771
72	772
73	773

# PIPE
81	781
82	782
83	783
84	784

# WOOD_BLOCK
91	791

# BACKGROUND
#TREE
101	801
102	802
103	803
104	804
105	805
106	806
107	807

#SMALL_TREE
111	811

#CLOUD
121	821
122	822
123	823

#DARK_BACKGROUND
131	831
132	832
133	833
134	834
135	835
136	836
137	837
138	837	838
#TRANS OBJECT
999	999

#COIN

201	101

[QUESTION_OBJECTS]
# type x	y	aniset_id	question_id
# type: question_block 0
# question_id: coin = 0, mushroom = 1
#4	-20	0	6	1

#11	176	85	201	1
#11	192	85	201	1



[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , Goomba = 1, 3 = Brick, 2 = Road,  4 = question block, 5 = color brick, 6 = background, 7 = wood brick, 8 = pipe, 9 = color brick top, 10 = koopa, 11 = coin,12 = trans
# MARIO
0	80.0	0	1
#GOOMBA
1	352	133	2
1	544	133	2
#KOOPA

#10	592	75	3
10	592	75	3
10	200	107	3
#TRANS OBJECT
12	512	101	999
12	624	101	999

# QUESTION_BLOCK


4	176	85	6
4	192	85	6

4	224	37	6
4	240	37	6
4	432	53	6

4	672	117	6
4	720	85	6

4	1488	101	6

#QUESTION OBJECTS
11	176	85	201
11	192	85	201

11	224	37	201
11	240	37	201
11	432	53	201

11	672	117	201
11	720	85	201

11	1488	101	201

# ROAD 
# --- platform (hint: I created the list using Excel!) ----
13	0	149	13
2	16	149	11
2	32	149	11
2	48	149	11
2	64	149	11
2	80	149	11
2	96	149	11
2	112	149	11
2	128	149	11
2	144	149	11
2	160	149	11
2	176	149	11
2	192	149	11
2	208	149	11
2	224	149	11
2	240	149	11
2	256	149	11
2	272	149	11
2	288	149	11
2	304	149	11
2	320	149	11
2	336	149	11
2	352	149	11
2	368	149	11
2	384	149	11
2	400	149	11
2	416	149	11
2	432	149	11
2	448	149	11
2	464	149	11
2	480	149	11
2	496	149	11
2	512	149	11
2	528	149	11
2	544	149	11
2	560	149	11
2	576	149	11
2	592	149	11
2	608	149	11
2	624	149	15
			
13	640	133	13
2	656	133	11
2	672	133	11
2	688	133	11
2	704	133	11
2	720	133	11
2	736	133	11
2	752	133	11
2	768	133	11
2	784	133	11
2	800	133	11
2	816	133	11
2	832	133	11
2	848	133	11
2	864	133	11
2	880	133	11
2	896	133	11
2	912	133	11
2	928	133	11
2	944	133	11
2	960	133	11
2	976	133	11
2	992	133	11
2	1008	133	11
2	1024	133	11
2	1040	133	11
2	1056	133	11
2	1072	133	11
2	1088	133	15
2	640	149	14
2	656	149	12
2	672	149	12
2	688	149	12
2	704	149	12
2	720	149	12
2	736	149	12
2	752	149	12
2	768	149	12
2	784	149	12
2	800	149	12
2	816	149	12
2	832	149	12
2	848	149	12
2	864	149	12
2	880	149	12
2	896	149	12
2	912	149	12
2	928	149	12
2	944	149	12
2	960	149	12
2	976	149	12
2	992	149	12
2	1008	149	12
2	1024	149	12
2	1040	149	12
2	1056	149	12
2	1072	149	12
2	1088	149	16
			
13	1168	149	13
2	1184	149	11
2	1200	149	11
2	1216	149	11
2	1232	149	11
2	1248	149	11
2	1264	149	11
2	1280	149	11
2	1296	149	11
2	1312	149	11
2	1328	149	11
2	1344	149	11
2	1360	149	11
2	1376	149	11
2	1392	149	11
2	1408	149	11
2	1424	149	11
2	1440	149	11
2	1456	149	11
2	1472	149	11
2	1488	149	11
2	1504	149	15
			
			
			
13	1552	149	13
2	1568	149	11
2	1584	149	11
2	1600	149	11
2	1616	149	15
			
13	1680	149	13
2	1696	149	11
2	1712	149	11
2	1728	149	11
2	1744	149	11
2	1760	149	11
2	1776	149	11
2	1792	149	11
2	1808	149	11
2	1824	149	11
2	1840	149	11
2	1856	149	11
2	1872	149	11
2	1888	149	11
2	1904	149	11
2	1920	149	11
2	1936	149	11
2	1952	149	11
2	1968	149	11
2	1984	149	11
2	2000	149	11
2	2016	149	11
2	2032	149	11
2	2048	149	11
2	2064	149	11
2	2080	149	11
2	2096	149	11
2	2112	149	11
2	2128	149	11
2	2144	149	11
2	2160	149	11
2	2176	149	11
2	2192	149	11
2	2208	149	11
2	2224	149	11
2	2240	149	15
			
13	2272	149	13
2	2288	149	11
2	2304	149	11
2	2320	149	11
2	2336	149	11
2	2352	149	11
2	2368	149	11
2	2384	149	11
2	2400	149	11
2	2416	149	11
2	2432	149	11
2	2448	149	11
2	2464	149	11
2	2480	149	11
2	2496	149	11
2	2512	149	11
2	2528	149	11
2	2544	149	11
2	2560	149	11
2	2576	149	11
2	2592	149	11
2	2608	149	11
2	2624	149	11
2	2640	149	11
2	2656	149	11
2	2672	149	11
2	2688	149	11
2	2704	149	11
2	2720	149	11
2	2736	149	11
2	2752	149	11
2	2768	149	11
2	2784	149	11
2	2800	149	11
2	2816	149	15






#BRICK
3	1968	133	4
3	1984	133	4
3	2000	133	4
3	2016	133	4
3	2032	133	4
3	2048	133	4
3	2064	133	4
3	1984	117	4
3	2000	117	4
3	2016	117	4
3	2032	117	4
3	2048	117	4
3	2000	101	4
3	2016	101	4
3	2032	101	4
3	2048	101	4

3	2112	133	4
3	2128	133	4
3	2112	117	4

#BACKGROUND
#tree
6	16	133	103
6	32	133	107
6	48	133	107
6	64	133	107
6	80	133	106
6	96	133	105
6	112	133	107
6	128	133	104
6	16	117	103
6	32	117	106
6	48	117	105
6	64	117	107
6	80	117	107
6	96	117	103
6	112	117	106
6	128	117	102
6	16	101	101
6	32	101	105
6	48	101	104
6	64	101	101
6	80	101	102
6	96	101	101
6	112	101	102
6	32	85	101
6	48	85	102
			
6	960	117	101
6	1008	117	104
6	992	117	107
6	976	117	105
6	976	101	103
6	1008	101	102
6	992	101	106
6	992	85	102
6	976	85	101
			
6	832	117	101
6	848	117	105
6	864	117	107
6	880	117	107
6	896	117	107
6	912	117	107
6	928	117	107
6	944	117	104
6	848	101	103
6	864	101	106
6	880	101	105
6	896	101	106
6	912	101	105
6	928	101	107
6	944	101	104
6	848	85	101
6	864	85	102
6	880	85	101
6	896	85	105
6	912	85	104
6	928	85	101
6	944	85	102
6	912	69	102
6	896	69	101
			
6	1904	133	101
6	1920	133	105
6	1936	133	107
6	1952	133	104
6	1920	117	103
6	1936	117	106
6	1952	117	102
6	1920	101	101
6	1936	101	102
			
6	2384	133	103
6	2400	133	107
6	2416	133	107
6	2432	133	107
6	2448	133	107
6	2464	133	104
6	2384	117	103
6	2400	117	107
6	2416	117	107
6	2432	117	107
6	2448	117	106
6	2464	117	102
6	2384	101	103
6	2400	101	107
6	2416	101	107
6	2432	101	107
6	2448	101	104
6	2384	85	101
6	2400	85	105
6	2416	85	107
6	2432	85	107
6	2448	85	104
6	2400	69	101
6	2416	69	105
6	2432	69	107
6	2448	69	104
6	2416	53	103
6	2432	53	107
6	2448	53	104
6	2416	37	103
6	2432	37	106
6	2448	37	102
6	2416	21	101
6	2432	21	102



#small tree
6	160	133	111
6	176	133	111
6	192	133	111
			
6	688	117	111
6	704	117	111
6	720	117	111
6	736	117	111
6	752	117	111
6	768	117	111
6	1056	117	111
6	1072	117	111
			
6	1200	133	111
6	1232	133	111
6	1216	133	111
			
6	1744	133	111
6	1760	133	111
6	1776	133	111


# CLOUD
6	136	5	122
6	344	-11	121
6	664	-10	121
6	744	22	122
6	1192	6	121
6	1672	6	122
6	2344	22	121


#DARK_BACKGROUND
6	2592	133	131
6	2608	133	132
6	2608	117	133
6	2608	101	133
6	2608	85	133
6	2608	69	133
6	2608	53	131
6	2624	53	132
6	2624	69	134
6	2624	85	136
6	2640	85	135
6	2640	101	134
6	2640	117	136
6	2656	117	132
6	2656	133	134

6	2768	133	131
6	2784	133	135
6	2784	117	133
6	2784	101	131
6	2800	101	132
6	2800	117	134
6	2800	133	134

6	2496	133	138





# COLOR_BRICK
##shadow1
6	304	109	71
6	304	117	72
6	304	133	72

6	336	77	71
6	336	85	72
6	336	101	72
6	336	117	72
6	336	133	72

##color_brick1
9	240	101	41
9	256	101	42
9	272	101	42
9	288	101	43
5	240	117	44
5	256	117	45
5	272	117	45
5	288	117	46
5	240	133	47
5	256	133	48
5	272	133	48
5	288	133	49


9	272	69	31
9	288	69	32
9	304	69	32
9	320	69	33		
5	272	85	34
5	288	85	35
5	304	85	35
5	320	85	36		
5	272	101	34
5	288	101	35
5	304	101	35
5	320	101	36		
5	272	117	34
5	288	117	35
5	304	117	35
5	320	117	36
5	272	133	37
5	288	133	38
5	304	133	38
5	320	133	39





##shadow2
5	496	109	71
5	496	117	72
5	496	133	72

5	624	125	71
5	624	133	72




##color_brick2
9	416	101	51
9	432	101	52
9	448	101	52
9	464	101	52
9	480	101	53
5	416	117	54
5	432	117	55
5	448	117	55
5	464	117	55
5	480	117	56
5	416	133	57
5	432	133	58
5	448	133	58
5	464	133	58
5	480	133	59

9	528	117	51
9	544	117	52
9	560	117	52
9	576	117	52
9	592	117	52
9	608	117	53
5	528	133	57
5	544	133	58
5	560	133	58
5	576	133	58
5	592	133	58
5	608	133	59

5	544	77	71
5	544	85	72
5	544	101	72
5	544	117	72
5	544	133	72

5	592	45	71
5	592	53	72
5	592	69	72
5	592	85	72
5	592	101	72
5	592	117	72
5	592	133	72

9	480	69	41
9	496	69	42
9	512	69	42
9	528	69	43
5	480	85	44
5	496	85	45
5	512	85	45
5	528	85	46
5	480	101	44
5	496	101	45
5	512	101	45
5	528	101	46
5	480	117	44
5	496	117	45
5	512	117	45
5	528	117	46
5	480	133	47
5	496	133	48
5	512	133	48
5	528	133	49


9	528	37	61
9	544	37	62
9	560	37	62
9	576	37	63
5	528	53	64
5	544	53	65
5	560	53	65
5	576	53	66
5	528	69	64
5	544	69	65
5	560	69	65
5	576	69	66
5	528	85	64
5	544	85	65
5	560	85	65
5	576	85	66
5	528	101	64
5	544	101	65
5	560	101	65
5	576	101	66
5	528	117	64
5	544	117	65
5	560	117	65
5	576	117	66
5	528	133	67
5	544	133	68
5	560	133	68
5	576	133	69


##shadow3
5	1392	125	71
5	1392	133	72

5	1424	93	71
5	1424	101	72
5	1424	117	72
5	1424	133	72

5	1456	61	71
5	1456	69	72
5	1456	85	72
5	1456	101	72
5	1456	117	72
5	1456	133	72

##color_brick3

9	1280	117	61
9	1296	117	62
9	1312	117	62
9	1328	117	62
9	1344	117	62
9	1360	117	62
9	1376	117	63
5	1280	133	67
5	1296	133	68
5	1312	133	68
5	1328	133	68
5	1344	133	68
5	1360	133	68
5	1376	133	69

9	1312	85	41
9	1328	85	42
9	1344	85	42
9	1360	85	42
9	1376	85	42
9	1392	85	42
9	1408	85	43
5	1312	101	44
5	1328	101	45
5	1344	101	45
5	1360	101	45
5	1376	101	45
5	1392	101	45
5	1408	101	46
5	1312	117	44
5	1328	117	45
5	1344	117	45
5	1360	117	45
5	1376	117	45
5	1392	117	45
5	1408	117	46
5	1312	133	47
5	1328	133	48
5	1344	133	48
5	1360	133	48
5	1376	133	48
5	1392	133	48
5	1408	133	49

9	1344	53	31
9	1360	53	32
9	1376	53	32
9	1392	53	32
9	1408	53	32
9	1424	53	32
9	1440	53	33
5	1344	69	34
5	1360	69	35
5	1376	69	35
5	1392	69	35
5	1408	69	35
5	1424	69	35
5	1440	69	36
5	1344	85	34
5	1360	85	35
5	1376	85	35
5	1392	85	35
5	1408	85	35
5	1424	85	35
5	1440	85	36
5	1344	101	34
5	1360	101	35
5	1376	101	35
5	1392	101	35
5	1408	101	35
5	1424	101	35
5	1440	101	36
5	1344	117	34
5	1360	117	35
5	1376	117	35
5	1392	117	35
5	1408	117	35
5	1424	117	35
5	1440	117	36
5	1344	133	37
5	1360	133	38
5	1376	133	38
5	1392	133	38
5	1408	133	38
5	1424	133	38
5	1440	133	39

##shadow4
5	2208	109	71
5	2208	117	72
5	2208	133	72

5	2240	13	71
5	2240	21	72
5	2240	37	72
5	2240	53	72
5	2240	69	72
5	2240	85	72
5	2240	101	72
5	2240	117	72
5	2240	133	72


##color_brick4
9	2160	101	41
9	2176	101	42
9	2192	101	43
5	2160	117	44
5	2176	117	45
5	2192	117	46
5	2160	133	47
5	2176	133	48
5	2192	133	49

9	2192	5	51
9	2208	5	52
9	2224	5	53
5	2192	21	54
5	2208	21	55
5	2224	21	56
5	2192	37	54
5	2208	37	55
5	2224	37	56
5	2192	53	54
5	2208	53	55
5	2224	53	56
5	2192	69	54
5	2208	69	55
5	2224	69	56
5	2192	85	54
5	2208	85	55
5	2224	85	56
5	2192	101	54
5	2208	101	55
5	2224	101	56
5	2192	117	54
5	2208	117	55
5	2224	117	56
5	2192	133	57
5	2208	133	58
5	2224	133	59







# PIPE
8	368	101	81
8	369	117	83
8	369	133	83
8	384	101	82
8	384	117	84
8	384	133	84
			
8	1808	117	81
8	1824	117	82
8	1809	133	83
8	1824	133	84
			
8	1873	117	83
8	1888	117	84
8	1872	101	81
8	1888	101	82
8	1873	133	83
8	1888	133	84
			
8	2273	117	83
8	2288	117	84
8	2273	133	83
8	2288	133	84
			
8	2272	-155	81
8	2273	-139	83
8	2273	-123	83
8	2273	-107	83
8	2273	-91	83
8	2273	-75	83
8	2273	-59	83
8	2273	-43	83
8	2273	-27	83
8	2273	-11	83
8	2273	5	83
8	2273	21	83
8	2288	-155	82
8	2288	-139	84
8	2288	-123	84
8	2288	-107	84
8	2288	-91	84
8	2288	-75	84
8	2288	-59	84
8	2288	-43	84
8	2288	-27	84
8	2288	-11	84
8	2288	5	84
8	2288	21	84

			
8	2336	117	81
8	2338	133	83
8	2352	117	82
8	2352	133	84


# WOOD BLOCK
7	1520	69	91
7	1536	69	91
			
7	1584	133	91
7	1600	133	91
7	1616	133	91
7	1600	117	91
7	1616	117	91
7	1616	101	91
			
7	1680	133	91
7	1696	133	91
7	1712	133	91
7	1680	117	91
7	1696	117	91
7	1680	101	91
			
7	2272	101	91
7	2288	101	91
7	2272	37	91
7	2288	37	91





# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	0	316	150	2
